B00005N7SM,A103SVF3ZFP27W,5.0,1462838400
B00YT73FXY,A103YNUHI2B9P7,5.0,1472860800
B0065MEDRI,A104162RUMWW95,5.0,1380240000
B00005R8BA,A10416JFVLX8V0,1.0,1396310400
B00005N7PH,A10422V8ZLNSFN,5.0,1404000000
B0000AWD92,A1042BD5BS5ZOD,5.0,1488758400
B000BW56WO,A1042BD5BS5ZOD,5.0,1488758400
B00005N7P0,A1047EDJ84IMAS,1.0,1230595200
B000063XJL,A104A78LSH9RTN,3.0,1386374400
B000EGCIW8,A104COOLU3W30V,5.0,1260144000
B016KV8U5Y,A104F83PVACKQF,5.0,1448841600
B001C4Q06G,A104HBDNHVTUSH,1.0,1477612800
B00E7YQN9C,A104HCGDMXQLQ9,5.0,1453766400
B000BT4GE6,A104R3RVIKCF63,1.0,1406246400
B00006LIR1,A104V93TYL9W6F,4.0,1420243200
B00005N7SA,A104WRFHXO8PQU,5.0,1389657600
B00007AZWJ,A104YUWZ8OB2JS,5.0,1407801600
B00F8P2VOK,A1050D2H5AMI5H,5.0,1455926400
B000EGCIW8,A1051G730HQSBH,5.0,1414454400
B00005N7SA,A1059272BRMQW6,5.0,1402185600
B00005UQ67,A1059272BRMQW6,5.0,1354233600
B00007B10Y,A105H0HDLU6KYZ,5.0,1525651200
B000ICB4T6,A105K765Z5SX1A,4.0,1437609600
B00007B1SE,A105MTIESSPTN5,4.0,1417219200
B00007AX0S,A105OLWU9J80YC,5.0,1446076800
B00005N7SD,A105QTIVS3L0GL,5.0,1382572800
B000IOEJ8W,A105SR07X1PG5H,1.0,1356048000
B00005NIOH,A105UBCCDAKINX,5.0,1478044800
B000P6YM4Y,A105UBCCDAKINX,4.0,1478044800
B00005NIOC,A105V1H8PA8QDI,4.0,1232928000
B000IOEK7M,A105VVR2S8ZTH9,4.0,1287619200
B00007B10Y,A105WPP22KV4OT,5.0,1493769600
B00006LB2C,A105YE7KUZW8R9,5.0,1179619200
B00XB73LWI,A106193IM2RGEN,5.0,1441152000
B00005NIN8,A1061H3XC019MW,5.0,1463443200
B00005NIN8,A1061S2HGQ2FWB,5.0,1518912000
B00005N7SC,A1061UK6RA3URE,5.0,1487980800
B00005NIOH,A1061UK6RA3URE,5.0,1487980800
B00005N7Q1,A1063BS4W8YHHE,5.0,1523750400
B00005N7QW,A1063BS4W8YHHE,5.0,1523750400
B00005R8BR,A1063BS4W8YHHE,5.0,1523750400
B00005NIRE,A106413IIT09YA,4.0,1421280000
B010EJ6N6G,A1064ULTMRP9O3,2.0,1475280000
B00005N7QD,A1067RKDHDGASH,5.0,1387497600
B00007AXQ2,A1068IL2NBYJXA,5.0,1461974400
B00007AXQL,A1068IL2NBYJXA,4.0,1477353600
B000O1PKOG,A1068IL2NBYJXA,2.0,1470268800
B00007G2SO,A106DHELMW4FVK,5.0,1474416000
B00005NIOH,A106GM1XV866UB,5.0,1439510400
B000066T0H,A106NEZEP7QWRS,5.0,1490572800
B0012C1O8C,A106OV2NHLTD48,2.0,1249603200
B0012C1O8C,A106OV2NHLTD48,2.0,1249603200
B00005NIOO,A106P1N3UVHJFI,5.0,1360454400
B000ILY9LW,A106P1N3UVHJFI,5.0,1360454400
B000OPOEEE,A106P1N3UVHJFI,5.0,1360454400
B0009SW1D2,A106T07KO2NV4I,5.0,1168300800
B00007AXQ2,A106TEIH5LOSO9,5.0,1379635200
B00005NIPP,A106U7T82FCZOB,5.0,1422662400
B000PUAI9S,A106VBJQ30SSEO,5.0,1440028800
B000IOEJ8W,A106Y4RAMH4LRD,5.0,1371945600
B00005NIOA,A1072X8QXG8B6N,2.0,1476921600
B00005N7R5,A1074YY4A10TCL,5.0,1457395200
B00005R8BN,A1075MZNVRMSEO,5.0,1049760000
B00005N7SG,A1076UA29SK59D,1.0,1322697600
B000W3MB5M,A1076UA29SK59D,2.0,1322697600
B000W3MB5M,A1076UA29SK59D,2.0,1322697600
B000FTJ7JQ,A107807E8E2V7Y,5.0,1471132800
B01CF3ECNK,A107807E8E2V7Y,5.0,1471132800
B00005N7SB,A1078R4265NWP5,5.0,1387411200
B000P6YM4Y,A1078SUNX4JN7H,5.0,1354492800
B000ICB4T6,A107C6BFZE2MC3,1.0,1352937600
B00005N7SB,A107CAL0WI75CB,1.0,1424649600
B00008GT1Z,A107FRPBO3SC44,1.0,1385164800
B000HWY1PG,A107KHQX0DJNAR,4.0,1354752000
B00005NIPE,A107KU0IHG0MF0,5.0,1492646400
B000IOE9Y6,A107LJGIBNQWL6,5.0,1487635200
B00005NIOW,A107LVE22XRCMW,5.0,1418256000
B00F8LWD6A,A107M685BYY35F,5.0,1411430400
B00079RO7G,A107OMP40UQEA3,5.0,1430352000
B000A177ZA,A107W3PSC48JB,1.0,1216512000
B00007AX0S,A107Y2NRQSARSI,5.0,1434326400
B000G6DK5U,A1087PPF21811U,5.0,1499558400
B00005N7P0,A1088JT1L28OP5,4.0,1168300800
B00005N7TL,A1088JT1L28OP5,4.0,1168300800
B000FG5MK2,A1088JT1L28OP5,5.0,1164240000
B00005NIPX,A108A42GLSMIPN,3.0,1481932800
B00005N7RA,A108B7B5FJCX7G,4.0,1415836800
B00005NIOZ,A108C2HKYXRGQK,5.0,1178755200
B00005N7Q1,A108D4RXJFXOIX,5.0,1446768000
B00005N7TL,A108KUNSW7RJR4,4.0,1222214400
B00O9K26FO,A108MKII8EF8Q6,3.0,1451347200
B00PE3SNKW,A108MKII8EF8Q6,3.0,1451347200
B00005R8BR,A108NTWTKE4TRF,4.0,1425513600
B000IOEK7M,A108P3VBAVI6PD,1.0,1238371200
B000069YW9,A108QN0VQPX1W2,5.0,1362441600
B00005UMOT,A108SONU9JZT2Z,3.0,1323129600
B00007BK3L,A108VX2ILXSA4D,5.0,1379030400
B00005N7QD,A108XKCIEW6BC0,5.0,1457222400
B014RD15PY,A108YU41CX0007,5.0,1452384000
B00XII1UD2,A108ZM7KNJ8GER,5.0,1495929600
B002LCKPHS,A10923OB5J93FD,5.0,1389398400
B000063XJL,A109CREBBPLP9L,5.0,1282780800
B00005N7SC,A109GEJ0I83F72,5.0,1440374400
B00005N7Q5,A109GEJ0I83F72,5.0,1440374400
B00005NIOC,A109GEJ0I83F72,5.0,1440374400
B00005NIN8,A109GEJ0I83F72,5.0,1440374400
B000W3MB5M,A109HN7L9E6X7F,1.0,1306454400
B000W3MB5M,A109HN7L9E6X7F,1.0,1306454400
B00FDWVIHO,A109I5L2WQV5H9,1.0,1427500800
B00007J82Z,A109IYAU0CT6MM,5.0,1522972800
B001GRZ4DY,A109IYAU0CT6MM,5.0,1522972800
B0000AWD92,A109KVIZM2OTPS,4.0,1502841600
B00006KSSX,A109L4QELCWQDS,2.0,1404864000
B000LXHJFK,A109OOKZX2IRFS,5.0,1395100800
B000UEI4JU,A109Q28SUTKIRS,5.0,1327968000
B00005N7SC,A109R5PSA254JS,2.0,1324857600
B001LF4EVO,A109VPIHPYWCXC,4.0,1513641600
B00EZB37X2,A109VPIHPYWCXC,4.0,1493337600
B00006LKH1,A109YI95AIQZFO,5.0,1393718400
B00006K37V,A109YKPK0R6ES,5.0,1390435200
B00005N7QC,A10A0UHQ7P7SAF,5.0,1270080000
B00005N7QO,A10A4CSWZ3BG1B,4.0,1427414400
B00007AWXX,A10A4CSWZ3BG1B,3.0,1427414400
B00YQH9856,A10A4OLYDA71YU,4.0,1453852800
B014RD1KR2,A10A4OLYDA71YU,4.0,1453852800
B00008GT1Z,A10ACVG5HJS9KA,5.0,1420848000
B0058EONOM,A10AEH31F6Q14M,5.0,1518220800
B000N8V3FK,A10AFVU66A79Y1,1.0,1402531200
B00006K2S6,A10AJHFKRZG4JC,5.0,1089244800
B000069YW9,A10ANCEOWK5GBN,5.0,1430438400
B00006LB2B,A10ANCEOWK5GBN,5.0,1401840000
B00006KWIC,A10ANCEOWK5GBN,5.0,1429920000
B00006LDI7,A10ANCEOWK5GBN,5.0,1429920000
B00077B7M6,A10AOG8SHVZ23N,1.0,1246406400
B00007IJZT,A10AP03031B84G,1.0,1413676800
B00EVV77A0,A10AQ073RGUQ72,5.0,1407628800
B00005N7R7,A10AQNPHIFGLL9,5.0,1408406400
B00005N7SC,A10AQPJKHBR30U,3.0,1420502400
B000IMVNQU,A10AR1BFH670QE,5.0,1456790400
B00005NIPP,A10ASR56T0RIQJ,1.0,1463097600
B00005N7TL,A10ATY8QTZ37ND,5.0,1059955200
B000063XJL,A10AZ2K919UGQ,1.0,1286755200
B000W3MB5M,A10B15CURBR1KA,4.0,1357344000
B000W3MB5M,A10B15CURBR1KA,4.0,1357344000
B000FFJR5E,A10B5MUQN3MAAZ,5.0,1375488000
B000UEI4K4,A10B5V23UWM2XW,5.0,1441497600
B00015UYBO,A10B68KJD8ABEO,5.0,1481328000
B00005NIOA,A10B857IK6LDVL,5.0,1458691200
B000IJ84F6,A10B9DLOWUNGJK,5.0,1518048000
B000ILY9LW,A10B9DLOWUNGJK,5.0,1518048000
B0001IOZWK,A10BDYC0MLVEIU,5.0,1371686400
B00026E9XG,A10BECCVLU8T2Y,1.0,1221436800
B00005N7PN,A10BEGXO6KNAKO,5.0,1523145600
B00007AXQ2,A10BHH9BSGNNKI,5.0,1375401600
B00005R8BR,A10BHYYEOT4ZG6,5.0,1388620800
B00005N7SG,A10BOJYJWM0PLI,5.0,1429747200
B00D8GWHYA,A10BPKZSHP02FC,5.0,1383609600
B00CH0DMXS,A10BWEDQQGNPA8,5.0,1388880000
B00005N7SC,A10BWUA2MGA9BK,4.0,1289779200
B00005N7PH,A10BWUA2MGA9BK,5.0,1397001600
B000IJ7RQ8,A10BWUA2MGA9BK,4.0,1289779200
B000IOEJ8W,A10BWUA2MGA9BK,5.0,1410480000
B0037STB02,A10BWUA2MGA9BK,4.0,1289779200
B00QRD662A,A10BY3IM0JXHV4,5.0,1484524800
B014RD15KO,A10BY3IM0JXHV4,5.0,1468022400
B00005N7QE,A10BZ1JY0G4M8N,5.0,1413158400
B00005N7QG,A10BZPAVXQJRQE,5.0,1274572800
B00079RO7G,A10C3HXL9T14EE,4.0,1357689600
B00006LB2B,A10C556T8BHZYQ,4.0,1463529600
B0161KW62M,A10C5DO7RZHQM7,1.0,1455321600
B00007AXX1,A10CBQ8JLF19S9,5.0,1202428800
B000INBBKM,A10CBQ8JLF19S9,5.0,1202428800
B000W3MB5M,A10CF04CJZC05F,3.0,1277683200
B000W3MB5M,A10CF04CJZC05F,3.0,1277683200
B000EGD2T6,A10CFMNP06OTHY,2.0,1459555200
B00D8GWHYK,A10CI4Z9LGWA55,1.0,1386288000
B00D8GWHYA,A10CIX5GW5KONW,3.0,1384128000
B015HNWWPU,A10CKUMYW4T41S,1.0,1472083200
B01D4PMVA4,A10CKUMYW4T41S,1.0,1472083200
B0000AWD92,A10COSULTSAKVC,5.0,1485475200
B00005NIPX,A10CRN8N4FE6Q9,5.0,1410652800
B00006KXX2,A10CRN8N4FE6Q9,4.0,1417132800
B000FTJ7JQ,A10CRW7XRJBJ2G,3.0,1469750400
B01CF3ECNK,A10CRW7XRJBJ2G,3.0,1469750400
B00005N7T5,A10CT7462RAWR9,5.0,1512259200
B00005N7SM,A10CTY93D0FRJC,5.0,1457049600
B00005NIP7,A10CV0OSS8YSNY,5.0,1489449600
B00007AZFU,A10CV0OSS8YSNY,5.0,1489449600
B00005NIRS,A10CV0OSS8YSNY,5.0,1489449600
B0065MEDRI,A10CVEM2O9T0DH,4.0,1389052800
B000IOE9Y6,A10CXZ2IFCS1M7,5.0,1409443200
B00005NIOD,A10CYBMQDWSGFO,5.0,1379980800
B000XXDJ70,A10CYBMQDWSGFO,5.0,1379980800
B000XXDJ70,A10CYBMQDWSGFO,5.0,1379980800
B00HG1BP0U,A10D2SDQHVUX67,1.0,1397260800
B005ST869K,A10D9F8QMOYMB1,1.0,1393113600
B000A177ZA,A10DE3O1A7LGH4,4.0,1198195200
B00MG6Q596,A10DFR6FSHLYAH,5.0,1477699200
B000063XJL,A10DGW0YSXAB70,5.0,1485475200
B00006FXOO,A10DGW0YSXAB70,4.0,1485475200
B00007B0OR,A10DH01H9DO4IH,5.0,1074211200
B0036QY66O,A10DHNSLEPNHMN,1.0,1359590400
B00005Q7E7,A10DKT9PIXLP2Q,5.0,1520640000
B00006KJJZ,A10DKT9PIXLP2Q,5.0,1427155200
B00005N7PH,A10DLR1K781X78,5.0,1391990400
B00005N7SA,A10DNMZ408UYGZ,3.0,1413590400
B000063XJN,A10DNY4QFMTVU3,5.0,1471046400
B00005R8BA,A10DQ36ZBRRTJ9,5.0,1518220800
B00005N7SG,A10DR1YJHGYKTW,3.0,1414368000
B000W3MB5M,A10DT30215CH5Y,5.0,1251849600
B000W3MB5M,A10DT30215CH5Y,5.0,1251849600
B00005NIPX,A10DT8Z5OA8U01,5.0,1482192000
B000WGUT3A,A10DXKRAZKY1B2,4.0,1323388800
B000ILYKOS,A10DXRHZ5X0UO9,5.0,1426032000
B00005R8BR,A10DZJMAGL1W9J,5.0,1456358400
B00007AXA2,A10E3V94MQ9IVU,2.0,1317254400
B001GDJ4OS,A10E5E8Q9ZLJI8,5.0,1399248000
B00005R8BR,A10E6QOFRYX72B,5.0,1487030400
B000IOEJBO,A10E6TDC6H6FBJ,2.0,1453680000
B0000AWD92,A10EJY3A5G5RN2,3.0,1459209600
B01E1SNEHM,A10EKNAE3TE7OY,5.0,1510963200
B0065MEDRI,A10EPH13OEU1BA,5.0,1481155200
B00005N7PN,A10EQ7UTPVKUB5,4.0,1504483200
B00VATZJPQ,A10EQ7UTPVKUB5,5.0,1474761600
B00XYT1206,A10EQ7UTPVKUB5,3.0,1474761600
B00005N7NQ,A10EYTJF60COV2,1.0,1406678400
B000FTJ7JQ,A10EZ48P4R11YJ,5.0,1521072000
B01CF3ECNK,A10EZ48P4R11YJ,5.0,1521072000
B00007B1AI,A10F2C7YTMHF3M,5.0,1245110400
B000P6YM4Y,A10F39N6YQDM99,5.0,1424995200
B000HWY1PG,A10F65RW0OIRSS,3.0,1417996800
B000ILVRWQ,A10F78YPJQB9NV,5.0,1446940800
B00007AZXE,A10F9KPRNWKHKC,4.0,1325894400
B000ICB4T6,A10FAE9DBLT8MU,5.0,1446336000
B00005NIRE,A10FD7ZIMK9J55,5.0,1434067200
B0046Z4TZW,A10FD7ZIMK9J55,5.0,1434067200
B00005N7RO,A10FHEIWGU9JOD,5.0,1479081600
B000063XJR,A10FJDFKGX0Z87,5.0,1383523200
B000I0RKX2,A10FMMANBSOS1Y,5.0,1451347200
B00F8LWD6A,A10FP2595BNO30,5.0,1462320000
B00MOMMWOE,A10FP2595BNO30,5.0,1457395200
B018EYW6NW,A10FP2595BNO30,5.0,1462320000
B01B53ZQ90,A10FP2595BNO30,5.0,1461024000
B00005NINY,A10FPD6C05W99J,5.0,1471305600
B000FTJ7JQ,A10FPD6C05W99J,5.0,1471305600
B01CF3ECNK,A10FPD6C05W99J,5.0,1471305600
B00XII1TYC,A10FPD6C05W99J,5.0,1471305600
B0000AWD92,A10FQHWGK1HXDP,5.0,1395705600
B00005NIOH,A10FSVAF61JONE,1.0,1433894400
B00005N7SG,A10FTGG8RXSH93,1.0,1486425600
B0000CH4UU,A10FTZFSQGKW5X,5.0,1410307200
B00I2Y9AU2,A10FYIDWAV9ISY,4.0,1483833600
B000IJ885W,A10FZYECAIEFQ,5.0,1292371200
B0012C1O8C,A10G0HIXMEORBT,5.0,1257120000
B0012C1O8C,A10G0HIXMEORBT,5.0,1257120000
B00005NIQO,A10G1JCUGBPAJ2,4.0,1417046400
B00005N7SC,A10G2WVRJONW0R,5.0,1380499200
B00005N7PT,A10G2WVRJONW0R,5.0,1380499200
B00005N7TL,A10G4WI7JNN569,5.0,1390176000
B005DNB4SG,A10G9VVRU0A1E3,4.0,1387843200
B00005N7R5,A10GDV4G4FKSXX,5.0,1515110400
B000IMVNQU,A10GFT42EAC85C,2.0,1316217600
B00007AWXX,A10GHKX0WA1Q13,5.0,1418515200
B00D8GWHYA,A10GHKX0WA1Q13,2.0,1418515200
B00005N7Q1,A10GHMARKY0EAZ,5.0,1347840000
B00005N7RA,A10GJ8Z0Y7PJXU,5.0,1265587200
B00005N7TL,A10GLVITSITGSA,1.0,1229904000
B005DNA3LU,A10GM5Q9V0S700,5.0,1388793600
B00005N7TB,A10GMHJTNVAQZD,3.0,1420934400
B000ICB4X2,A10GMHJTNVAQZD,3.0,1420934400
B00006FXOQ,A10GN6MQSHL4J6,5.0,1440374400
B00006LK8F,A10GQYK9VEE7FV,3.0,1400025600
B00006KMW1,A10GR7B0K5K2R8,2.0,1475539200
B000UEI4JU,A10GS9FYY3IT7N,5.0,1443916800
B00005N7SC,A10GX3SVRJAW7Y,3.0,1435536000
B00005N7TL,A10GX3SVRJAW7Y,3.0,1430784000
B00005N7TL,A10GX3SVRJAW7Y,3.0,1430784000
B000085A6U,A10GX3SVRJAW7Y,3.0,1431388800
B00007B10Y,A10GYMR25UZBK1,5.0,1503273600
B00005R8BR,A10H0M59UUCEAE,1.0,1057881600
B00005N7T5,A10H1NS8OP3Y9Z,5.0,1388707200
B00007AWME,A10H24TDLK2VDP,4.0,1408752000
B000IJ8W8A,A10H24TDLK2VDP,5.0,1483315200
B000ILZ6YQ,A10H24TDLK2VDP,4.0,1411603200
B00G5R6CY0,A10H24TDLK2VDP,3.0,1408752000
B019RWZPHE,A10H24TDLK2VDP,4.0,1461196800
B000ICB4T6,A10H2OO5FS5PDD,5.0,1492646400
B00005N7Q1,A10H2SIU3G0MEG,5.0,1476489600
B001LF4EVO,A10H4BROFDHD4F,4.0,1433894400
B00005N7SG,A10H53OMJ93FDU,4.0,1384387200
B01D4PMVA4,A10H5QQ4RYBNBX,1.0,1464134400
B00005N7RA,A10H5RFJGAHEEW,1.0,1288310400
B00005NION,A10H7SBLEYQ2W5,4.0,1046304000
B000063XJH,A10H7SBLEYQ2W5,5.0,1046304000
B00005NIOZ,A10H9MMKO8R9WW,5.0,1425254400
B00005NIOH,A10H9MMKO8R9WW,5.0,1422057600
B0000633EA,A10H9MMKO8R9WW,5.0,1452297600
B014RD16TE,A10H9MMKO8R9WW,1.0,1456099200
B00006FXOU,A10H9YHI0U1N7M,5.0,1447804800
B01F25DBIA,A10HH7YVB5Y8X8,5.0,1503100800
B00N9KO30Q,A10HLSWV7SW3GB,5.0,1416700800
B00AA0B180,A10HRWA8BG1GVY,5.0,1375833600
B000EOTRP6,A10HVEQ8WTTZ1P,1.0,1197849600
B00005N7SA,A10I35YQWT1JV5,5.0,1464307200
B000UEI4JU,A10I649JNK3IYV,1.0,1363305600
B00008YDQS,A10I649JNK3IYV,4.0,1380672000
B0000AJLX9,A10I9X4VQW5I16,5.0,1494115200
B000ICB4T6,A10IAGP3CNJ5W0,5.0,1447545600
B00077B7M6,A10IB3VLXC4UXW,5.0,1448496000
B00O3IRBI4,A10IE2VE3IUT9T,5.0,1425772800
B00KVA2OMG,A10IE38UID5ZWD,5.0,1425859200
B00D8FZIHE,A10IE38UID5ZWD,5.0,1425859200
B001LF4EVO,A10IMVBSC2TOJA,5.0,1280620800
B00P70CIO4,A10IPC4OADRIU9,4.0,1475452800
B00005NIOZ,A10IXPDL5AXRUN,5.0,1201392000
B00005NIOD,A10IZ4YHFKDRY3,5.0,1363996800
B000XXDJ70,A10IZ4YHFKDRY3,5.0,1363996800
B000XXDJ70,A10IZ4YHFKDRY3,5.0,1363996800
B00008GT1L,A10J2LMAGPN08V,5.0,1372291200
B00005R8BA,A10J34AZK1R985,4.0,1465257600
B000A177ZA,A10J3RPT1S7DHZ,5.0,1202860800
B000NJBIRW,A10J58S4J6HNSZ,3.0,1435017600
B000063XJL,A10J9DQ7JAH3P0,5.0,1420588800
B00005N7QE,A10JMJUFQ5URL8,3.0,1365724800
B00005NION,A10JTEGSY1PULF,5.0,1488672000
B00005N7Q2,A10JW3HRTCS6L3,5.0,1516924800
B000WGUT3A,A10JXDZBTKAZAV,5.0,1409011200
B000HOJOZ6,A10JXOH0YNEHU9,5.0,1425945600
B001O2SCKI,A10K0C3AF67P1L,3.0,1235433600
B00007B10Y,A10K1W3J7YG3ZW,5.0,1484179200
B00005N7VP,A10K3SGB6PJQ97,1.0,1298764800
B00077B7M6,A10K5G9L5HPXKI,1.0,1261785600
B006VAOV30,A10K5Q0CC6S9EJ,5.0,1519603200
B000AMXXFW,A10K7PR3MPGC77,5.0,1327708800
B00005NIND,A10KC3YTI5NS9E,5.0,1361923200
B001LF4EVO,A10KC3YTI5NS9E,5.0,1361923200
B00005R8BR,A10KDVAN9NYK7Y,5.0,1417564800
B00077B7M6,A10KECJUJOBO9H,5.0,1283731200
B001O2SCKI,A10KECJUJOBO9H,1.0,1285632000
B00FDWVIHO,A10KECJUJOBO9H,5.0,1384041600
B001I45WPK,A10KECJUJOBO9H,1.0,1282435200
B00005N7QO,A10KGLRT1VVPJH,1.0,1515974400
B00005N7PT,A10KI8CUGFN14O,4.0,1043884800
B00005N7PT,A10KO8NAW65HF4,3.0,1190592000
B0006PUYLY,A10KR80NCO39HD,1.0,1468713600
B00005NIND,A10KSEA1UGJYOR,5.0,1408924800
B000Y12576,A10KVMQDPEDTD3,5.0,1469750400
B0012C1O8C,A10KW7UT57XR3I,5.0,1437609600
B0012C1O8C,A10KW7UT57XR3I,5.0,1437609600
B0023BNO5M,A10L0OIDCUX5I0,5.0,1519689600
B0065MEDRI,A10L17ZY0TXVB4,5.0,1441324800
B00005N7RD,A10L44QHAT8A7P,5.0,1300147200
B00005N7NQ,A10L46FJZJLZ5E,4.0,1511308800
B00005N7SM,A10L7YC1MDRQXZ,5.0,1264377600
B00005N7T5,A10L8LB0H8NEJ1,5.0,1501113600
B00007AX0N,A10L9UCFJN0RXY,1.0,1262390400
B00005R8BA,A10LK7AAKC5H6O,5.0,1466121600
B00007AXQ2,A10LRPG45Q9FSZ,5.0,1379721600
B00007AX0S,A10LU1HR2V5V2K,5.0,1404950400
B00008DP07,A10LZ7K9HV2NWT,2.0,1376611200
B00005NINB,A10LZKE8DRPGVH,5.0,1423699200
B000AMXXRK,A10M6O05QMAGGU,5.0,1187136000
B000066HUX,A10M9GZRWFE8T4,5.0,1508889600
B00006K9C1,A10MBHX7PMYASI,5.0,1387670400
B00005N7T5,A10MF2HWR5M206,5.0,1401235200
B00006LB2B,A10MG7WG0NRHIM,5.0,1350950400
B00005QDWQ,A10MH3OBX7DBEY,2.0,1011571200
B001LF4EVO,A10MK52P8MKUXZ,5.0,1446508800
B00007B1C3,A10MLR6HE1Y0VL,4.0,1416096000
B00007IJZT,A10MLT0HADGVZ8,3.0,1395705600
B00005N7SA,A10MV56FZXG4L1,4.0,1482451200
B00005NIOH,A10MV56FZXG4L1,5.0,1459209600
B004EC1J64,A10MWFHT2W4R9P,1.0,1446595200
B00005NIND,A10N1VAIY8XD4Q,3.0,1432944000
B000FP2XNM,A10N2WD9TPCVIL,5.0,1403740800
